Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
d404a49b-55a3-44d4-a26f-b72d77d48344,b3c4b7d8-b4ed-4da0-82be-739312f08000,320694.0,Short Term,7260.0,769880.0,9 years,Own Home,Debt Consolidation,15269.54,10.6,65.0,4.0,0.0,43776.0,54384.0,0.0,0.0
9e42cac3-e514-4197-8229-a812a8c55caf,b86ef9a3-aa4a-49bf-b094-6d51c722e909,448668.0,Long Term,674.0,1472367.0,1 year,Rent,Debt Consolidation,15435.22,15.6,23.0,4.0,0.0,153121.0,361086.0,0.0,0.0
57724cfa-2b94-4fae-ad8d-686c26d66ce4,4e91fdff-cd3b-45c8-ba14-34b9225eb410,258676.0,Short Term,7390.0,1675458.0,5 years,Home Mortgage,Home Improvements,21781.03,19.8,36.0,7.0,0.0,124070.0,173712.0,0.0,0.0
f00735cb-7e00-44fc-abea-8239ea84d26e,d5faf37f-2053-43f3-952c-b96945cdb2a0,88902.0,Short Term,679.0,575814.0,10+ years,Rent,Medical Bills,12092.17,15.6,34.0,8.0,0.0,194655.0,253264.0,0.0,0.0
62199e65-7510-4399-9724-d49ccea21d58,29b8be3b-a9dd-41e4-a244-260083ea3713,173294.0,Short Term,738.0,906433.0,5 years,Home Mortgage,Home Improvements,9593.1,14.5,70.0,10.0,1.0,34903.0,137918.0,1.0,0.0
80e49731-cdd4-4540-b1df-7aa1ed60d318,b4d47826-0509-4866-ae61-8c5cf768500d,49126.0,Short Term,708.0,1602897.0,4 years,Rent,Debt Consolidation,13758.09,16.3,24.0,4.0,0.0,9709.0,17468.0,0.0,0.0
f646c7b7-c0c6-4192-9fde-c80c5d2c4ca1,81102182-0f0b-4385-a6c5-d424bbf9400e,99999999.0,Long Term,730.0,2106720.0,10+ years,Home Mortgage,Debt Consolidation,7092.7,18.4,3.0,11.0,0.0,202768.0,372680.0,0.0,0.0
3cc24fcc-fe9d-46f0-9d72-d410e72ff1cd,47681d7a-939b-48fc-b14f-9a71f0b08c1a,377960.0,Short Term,739.0,1420896.0,10+ years,Home Mortgage,Debt Consolidation,17524.46,21.0,12.0,15.0,0.0,252263.0,770704.0,0.0,0.0
0d7149e7-cf75-4154-8ffd-59b01cbe2b2b,29e42f4f-92ed-4c02-ab90-a5f3f7403eeb,99999999.0,Short Term,741.0,716110.0,9 years,Home Mortgage,Debt Consolidation,9010.94,13.5,79.0,11.0,0.0,221920.0,808060.0,0.0,0.0
208cecd5-e2f2-4180-b6d2-486933a5174b,9b7ba0a4-17bd-4e75-ab9a-1ad456b9f04f,220814.0,Short Term,731.0,903089.0,10+ years,Home Mortgage,Debt Consolidation,14073.3,18.0,28.0,7.0,0.0,60895.0,104610.0,0.0,0.0
445cff14-d0d5-4042-8e4d-e1b2cf21eaeb,229b5a9f-963b-401d-b376-0ec5ad5d2cd7,258302.0,Long Term,720.0,1115376.0,10+ years,Home Mortgage,Debt Consolidation,12269.06,18.3,18.0,9.0,0.0,147953.0,223938.0,0.0,0.0
236cb6da-6976-427e-92a8-84a42c520cf0,6c1cbce2-dd94-4de5-b8dc-94775c58ca85,664224.0,Long Term,714.0,3824320.0,1 year,Rent,Debt Consolidation,53221.66,14.4,17.0,14.0,0.0,68875.0,188078.0,0.0,0.0
a6e757ab-8496-4fc3-a408-b8a41340a66b,5793ecd7-a106-429e-a2f3-b120dc18d5eb,99999999.0,Short Term,731.0,1033790.0,3 years,Rent,Medical Bills,25155.81,18.7,71.0,18.0,0.0,452238.0,1179354.0,0.0,0.0
8cb35582-00d5-45eb-a568-bbd7f4f30d26,8e1b7506-a8af-40e4-8652-62813fef6e46,200948.0,Short Term,720.0,1735479.0,2 years,Home Mortgage,Medical Bills,24875.18,16.0,45.0,9.0,1.0,51566.0,298518.0,1.0,0.0
068b1015-2fc7-4b90-91d8-efe4e5cbe6f8,11f57acb-2c29-4bb1-a91f-f3bdb4dc8082,534908.0,Long Term,703.0,2656352.0,10+ years,Home Mortgage,Debt Consolidation,11333.69,30.5,22.0,7.0,0.0,269686.0,572946.0,0.0,0.0
f166afbd-ea6f-45c3-a9e5-7dc9b5600261,ff0bf79a-541d-4763-b529-753c54c52deb,463672.0,Short Term,720.0,2319634.0,10+ years,Home Mortgage,Home Improvements,25902.51,22.5,16.0,15.0,0.0,792148.0,1511048.0,0.0,0.0
181f3567-7f2f-43c3-9778-3c7509e0ef93,45809eb7-4537-40bd-84aa-820f7ab277c7,219758.0,Short Term,708.0,873031.0,2 years,Home Mortgage,Debt Consolidation,17751.7,19.2,23.0,8.0,0.0,76114.0,98912.0,0.0,0.0
b2079453-7357-41c2-ab26-d95a1121e6c4,6d964b3a-8477-41b3-aad8-354c47f83cab,261206.0,Short Term,738.0,1278301.0,3 years,Rent,Debt Consolidation,13422.17,14.0,37.0,13.0,0.0,158441.0,304744.0,0.0,0.0
fe60e9f1-fb51-49c7-910a-48c445e09e03,3627f8a9-54f5-4cf5-a85d-6119802a4317,99999999.0,Short Term,686.0,1638788.0,10+ years,Home Mortgage,Home Improvements,18436.27,15.3,8.0,13.0,0.0,144343.0,381590.0,0.0,0.0
4b908062-9705-4ffb-a35f-ad97e2c19a96,955404da-f6a5-4b2a-a00b-3d93530335f1,623942.0,Short Term,649.0,1685376.0,10+ years,Own Home,small_business,32022.22,14.5,18.0,7.0,0.0,1428363.0,12160940.0,0.0,0.0
9e7f353a-2713-4723-9812-7a76ea107cc8,875f126d-cb7d-47e5-aaa7-185549299695,99999999.0,Short Term,693.0,1002630.0,9 years,Rent,Other,14203.83,11.6,67.0,4.0,0.0,87476.0,142868.0,0.0,0.0
e8583d6e-f108-45c3-ab45-ca2068a819da,5460ee05-46da-43d4-bde4-bc48e63b1072,106942.0,Short Term,709.0,503956.0,2 years,Own Home,other,9407.09,14.5,23.0,7.0,0.0,5339.0,193468.0,0.0,0.0
0f766752-4c4b-4af8-8233-25aab7554a5f,4a955fd8-3bba-4105-87b1-903543f7790b,322146.0,Short Term,732.0,1255387.0,5 years,Own Home,Debt Consolidation,13809.2,26.7,28.0,17.0,0.0,334115.0,692076.0,0.0,0.0
987ebc22-6701-4911-81b1-83bd42d2d7f6,73ae0c37-2eae-4686-8c7b-9c861938f6e4,108988.0,Short Term,719.0,470630.0,1 year,Rent,Debt Consolidation,6079.05,28.2,34.0,13.0,0.0,207176.0,555302.0,0.0,0.0
d485a4c5-c961-40da-b578-49cb60012980,eb40d14f-f9f2-4179-aec4-e95e311c030d,233090.0,Short Term,715.0,1150317.0,10+ years,Home Mortgage,Debt Consolidation,26457.31,13.0,13.0,10.0,1.0,418456.0,665566.0,0.0,0.0
7d7b10a2-cbe6-48c9-9ba8-0fa7d3424004,1f732075-7acc-42ea-b4eb-a6b20808a9c3,99999999.0,Short Term,736.0,1054405.0,3 years,Rent,Debt Consolidation,8953.56,18.6,35.0,9.0,0.0,214871.0,376970.0,0.0,0.0
02df86c5-0f62-4b55-b3a4-0f6f93efe4ab,0105cdab-1527-4fb2-8c5e-2aca27348fef,153032.0,Short Term,729.0,981768.0,10+ years,Own Home,Debt Consolidation,12026.81,20.4,11.0,6.0,0.0,150043.0,207570.0,0.0,0.0
45ac97eb-b337-4c61-97f9-3ef8c3e04d90,ab6a02b3-4a4a-4f6e-8244-84e8e0395255,99999999.0,Short Term,747.0,4943876.0,3 years,Home Mortgage,Debt Consolidation,11453.39,19.6,19.0,9.0,0.0,119624.0,263318.0,0.0,0.0
eb94a580-8e4f-42d2-98cd-1120f411f2f3,f345fc47-fd32-4fdb-8e5e-2f6a6b75d4fc,215600.0,Long Term,615.0,1037514.0,8 years,Rent,Debt Consolidation,10547.85,11.0,58.0,9.0,0.0,130549.0,280962.0,0.0,0.0
0cd37148-feb4-407e-b1b4-cf0c29ea1815,5f1a244b-b02e-4f01-8ee9-6c82f33f79dc,245850.0,Short Term,715.0,1061625.0,10+ years,Own Home,Debt Consolidation,10527.71,27.6,8.0,10.0,3.0,89186.0,368852.0,0.0,3.0
9ab981cb-a429-4c05-ade0-6d923087ec58,fe8a9846-0a1f-401b-8311-20d5a8466c90,21956.0,Short Term,742.0,1100233.0,8 years,Home Mortgage,major_purchase,13019.37,18.4,28.0,11.0,0.0,151696.0,355564.0,0.0,0.0
fa30893b-5a11-4a0d-ba4e-d7705704ed55,2dad98a6-56e7-4697-a76c-f641ca1c2027,133628.0,Short Term,745.0,865526.0,8 years,Own Home,Debt Consolidation,13343.32,26.1,23.0,8.0,1.0,29678.0,306812.0,0.0,0.0
7ab369a6-482d-4d8f-99db-eb4d5b3a86ca,7b403915-ec26-4a28-a9d3-e1e471c1fca7,80190.0,Short Term,693.0,493316.0,10+ years,Rent,Debt Consolidation,15703.69,13.0,40.0,11.0,0.0,114779.0,214324.0,0.0,0.0
6568dc99-7f54-4566-a18a-0cbd526315cb,ff7fc7eb-0904-4d5d-826b-8cb6a9e2c206,99999999.0,Short Term,709.0,1140114.0,10+ years,Home Mortgage,Debt Consolidation,9880.95,13.9,67.0,11.0,0.0,346351.0,547844.0,0.0,0.0
5358cf67-80c3-4de8-a0fa-b1502c9f72d3,17156d61-0769-4c1a-b31f-91cc65de3598,112266.0,Short Term,716.0,988969.0,8 years,Rent,Debt Consolidation,9807.23,15.9,12.0,9.0,0.0,109478.0,235620.0,0.0,0.0
08eb923a-3474-4c9a-b0aa-1023b9714f31,6fc146fd-649f-44ce-84fc-b074d8b2eb24,325314.0,Short Term,748.0,1873020.0,10+ years,Home Mortgage,Debt Consolidation,28095.3,20.9,38.0,6.0,0.0,343292.0,816200.0,0.0,0.0
e51994e5-3edb-4804-9546-7855ab6c7af7,9b22f726-c444-4307-88e1-48b6923b07d0,69080.0,Short Term,647.0,1897701.0,10+ years,Rent,Debt Consolidation,14058.67,11.9,21.0,19.0,1.0,147326.0,359128.0,1.0,0.0
ca041e2d-83b0-407e-a649-bb60b978d442,3e4b1ee6-a26b-4cf1-b90d-0d323e64fe0a,259270.0,Short Term,720.0,562134.0,3 years,Rent,Debt Consolidation,5808.68,26.5,74.0,8.0,0.0,57209.0,358050.0,0.0,0.0
d79aa71e-dfe6-4f11-b778-40cb8030f62f,91fcab37-5db8-4a28-b59e-7a03cbcfb23b,545050.0,Short Term,710.0,1600465.0,10+ years,Rent,Debt Consolidation,17471.83,14.2,30.0,9.0,0.0,339625.0,552310.0,0.0,0.0
04a7d61c-15c7-4585-976a-df5cb7e53d7c,511e7330-beae-4617-8eaf-9af3fc9c7c68,404668.0,Short Term,745.0,1883356.0,4 years,Home Mortgage,Debt Consolidation,39707.53,36.4,44.0,12.0,0.0,407816.0,735548.0,0.0,0.0
bde1f39b-c713-45d1-8c11-6a4aa62f7458,351391e9-df4a-4118-bdac-5af1bac4ef9f,181148.0,Short Term,711.0,812915.0,10+ years,Home Mortgage,Debt Consolidation,13480.69,15.5,31.0,18.0,0.0,100567.0,343530.0,0.0,0.0
c7ae2372-a452-45b2-b857-4b5ea7035009,1e818456-37fd-4eb9-83b0-ce3c431309d2,215072.0,Short Term,740.0,1634551.0,10+ years,Home Mortgage,Debt Consolidation,5380.42,19.1,14.0,5.0,0.0,131632.0,225808.0,0.0,0.0
e997c913-74e4-4fb8-aed7-c3f3eb48425b,646c481a-0666-4cb9-85ff-70fae991c8df,99999999.0,Short Term,657.0,2623482.0,2 years,Own Home,Home Improvements,19807.31,16.7,30.0,8.0,0.0,35150.0,236654.0,0.0,0.0
ebca4a34-9661-45be-833e-c88be5f33ec7,a842dc49-4bed-4d9f-9b33-660ab6865502,242924.0,Short Term,735.0,1217596.0,10+ years,Home Mortgage,Debt Consolidation,16640.2,17.3,43.0,10.0,1.0,267311.0,384010.0,1.0,0.0
9a0f78ad-7f51-4a2f-a87b-6f385bd24a53,76c91e9b-b9cd-48d7-b781-bd3028d7c0eb,248644.0,Long Term,624.0,717421.0,2 years,Own Home,Debt Consolidation,16380.85,8.9,39.0,11.0,0.0,252586.0,460592.0,0.0,0.0
f898fcdb-d5f7-40b8-8523-534a55c25e0c,3ba7155e-1ae2-4365-be74-71ed75a3c439,137764.0,Short Term,724.0,1381680.0,6 years,Own Home,Debt Consolidation,23373.42,11.4,21.0,19.0,2.0,73967.0,392832.0,1.0,1.0
89ca79f7-cf13-4152-8cf9-f405f8ec358c,f37e35c4-29b2-43d1-aea6-d4703518f81b,334334.0,Short Term,738.0,1193428.0,3 years,Rent,Debt Consolidation,16708.03,28.5,25.0,9.0,0.0,300960.0,441100.0,0.0,0.0
7055dfdc-c2b8-4a84-a620-c0dad6c1c001,510a37e8-caf2-44b7-a28d-fd5fd1507799,266926.0,Short Term,739.0,1120962.0,10+ years,Home Mortgage,Debt Consolidation,24474.28,17.0,60.0,18.0,0.0,228456.0,616616.0,0.0,0.0
22029acb-c982-4fbe-af3e-5f6b1d2bc6ce,d2c29938-28ec-426f-a56a-163cdd0c8a86,156750.0,Short Term,667.0,2011169.0,10+ years,Own Home,Medical Bills,18435.7,32.3,47.0,6.0,0.0,102524.0,134310.0,0.0,0.0
b7e12e9e-026f-4682-9853-b8399c37fef1,24c408bf-3896-4c9a-8bb3-ba25ba88df52,303336.0,Long Term,681.0,774098.0,10+ years,Own Home,Debt Consolidation,16191.42,39.3,6.0,10.0,0.0,48089.0,392128.0,0.0,0.0
9031f344-3499-4fa9-9775-22721d90a842,4fe0e636-220d-4eae-b332-389882510b69,226006.0,Long Term,701.0,1501456.0,10+ years,Rent,other,17516.86,14.0,45.0,10.0,0.0,171931.0,247610.0,0.0,0.0
b36b196f-0a78-4736-b3cb-c014c631569a,f807a04e-2a2c-4298-bd2e-32fbea599e19,109362.0,Short Term,701.0,1038939.0,10+ years,Home Mortgage,Debt Consolidation,12207.5,33.5,34.0,8.0,1.0,130796.0,341110.0,1.0,0.0
3514abd4-b11e-4a0e-b492-244f9b325eee,b8ae172b-7b52-433b-b2ef-b0ae5a1ea779,261536.0,Long Term,7200.0,965295.0,2 years,Rent,Debt Consolidation,5059.7,14.6,32.0,9.0,0.0,83201.0,335698.0,0.0,0.0
6dc06ae1-6584-436b-8fa6-678b7b957e47,f9c13df1-2275-4468-802c-8bb9c425b9b1,145442.0,Short Term,666.0,1159494.0,< 1 year,Rent,Other,21837.08,13.0,5.0,8.0,0.0,214206.0,398090.0,0.0,0.0
065dd260-8fa2-49ea-aeab-e165f2be139e,0caf8b09-f903-4a42-9a0b-99d4ec0d984f,786412.0,Short Term,723.0,4851175.0,2 years,Own Home,Debt Consolidation,12046.95,9.9,9.0,10.0,0.0,273524.0,1486936.0,0.0,0.0
9e56eecc-2d3d-4eb7-810a-bf4934703510,2024e02f-3ccb-43ec-9e89-1ad12524a486,522148.0,Short Term,652.0,1878910.0,10+ years,Rent,Home Improvements,19572.09,21.1,38.0,14.0,0.0,226290.0,591470.0,0.0,0.0
7baf0858-587c-4fb1-b726-2a1ad65a9542,9fd0f4d5-4192-42b4-b860-bbbeaca74f53,296560.0,Long Term,7460.0,950741.0,10+ years,Rent,Debt Consolidation,10220.48,16.0,29.0,10.0,0.0,45182.0,550792.0,0.0,0.0
1962f45e-6ffb-4ecc-a584-53a17328d6b5,63efdefe-4653-4e1e-b49a-f0afcab011a9,524942.0,Long Term,650.0,1473412.0,10+ years,Home Mortgage,Debt Consolidation,20013.65,21.0,2.0,10.0,0.0,212667.0,363198.0,0.0,0.0
e4c0fc13-7f90-4921-9b86-b12d4c04ea8b,0689218a-22d5-4a7b-9057-dce3817b8157,99999999.0,Short Term,703.0,1792536.0,10+ years,Home Mortgage,Debt Consolidation,9276.37,32.3,51.0,5.0,0.0,296153.0,362868.0,0.0,0.0
595585f5-ffe9-42f9-9b02-da81bdcad34d,e2d22975-95fe-4012-8dbb-56ae7401a115,765512.0,Long Term,672.0,2326512.0,2 years,Home Mortgage,Debt Consolidation,43428.3,16.8,11.0,24.0,0.0,235163.0,1341406.0,0.0,0.0
da1492aa-685a-49d5-a69f-b9d75a0642e5,8e7fa62d-89c1-4b7d-b400-3e464edd6bcd,331782.0,Short Term,717.0,1241669.0,8 years,Rent,Debt Consolidation,17176.57,15.7,82.0,12.0,0.0,174420.0,247830.0,0.0,0.0
a9428852-26c2-4206-95ea-db4709760370,bd43eb69-9498-4f89-95fa-9fde3bb4d13a,293106.0,Short Term,728.0,859712.0,5 years,Rent,Debt Consolidation,8382.04,23.1,41.0,7.0,1.0,168074.0,395560.0,1.0,0.0
174e0914-2181-40f7-849c-6dfb3433a5e8,1d44b401-8b40-4a09-8e60-87fe6b4cf341,178596.0,Short Term,741.0,1156872.0,10+ years,Home Mortgage,Home Improvements,19474.05,19.0,81.0,19.0,0.0,628311.0,981816.0,0.0,0.0
093e6057-220f-47cf-bd63-c19d582d53dc,e348edc6-b1e5-43a8-84af-fd07f6ed1992,429286.0,Short Term,746.0,2481324.0,10+ years,Home Mortgage,Debt Consolidation,44250.05,17.0,49.0,15.0,0.0,345762.0,922482.0,0.0,0.0
141f3031-ba8c-4325-ba84-110af08a8cc3,e1b651c3-ce00-43d3-8ec0-dbb3a49addcd,99999999.0,Short Term,726.0,1779122.0,2 years,Rent,Debt Consolidation,51297.91,30.0,1.0,21.0,0.0,500859.0,1685882.0,0.0,0.0
f5d0833e-776c-44ca-a6bf-60e7ff027203,b01a257c-21ff-4828-b2d9-68c0d0cee75f,240240.0,Short Term,723.0,1581731.0,6 years,Rent,Debt Consolidation,29262.09,13.5,36.0,13.0,0.0,128592.0,451176.0,0.0,0.0
679eea95-6a09-405b-b8e1-56aab1b49b56,7d93b715-00db-4f0b-959a-25993d07550b,699776.0,Long Term,723.0,1359792.0,3 years,Rent,Debt Consolidation,26175.92,12.2,4.0,28.0,0.0,615011.0,1728430.0,0.0,0.0
61109b9f-6ba5-4310-9ef6-3b1d6bbd8118,b34e3a94-a686-466b-98e2-5d62b07ad068,340846.0,Long Term,7180.0,654170.0,7 years,Own Home,Debt Consolidation,11829.4,12.1,8.0,19.0,0.0,261687.0,569558.0,0.0,0.0
f4905bda-fac2-42dc-af46-8c834dc14bbc,e4ef6314-37aa-458a-ba4b-d37c263a7c01,386892.0,Long Term,724.0,1577855.0,1 year,Home Mortgage,Debt Consolidation,16172.99,14.7,69.0,8.0,0.0,241737.0,616550.0,0.0,0.0
92ef8b14-c503-4d25-8b42-aea972b464c8,4f86d73b-5c9a-43a5-8461-a78a51eb1dba,110066.0,Short Term,734.0,1272183.0,1 year,Rent,Other,4240.61,15.8,18.0,3.0,0.0,20330.0,66110.0,0.0,0.0
b606f147-a0c2-4669-9519-2dbbcc34c77a,3316e87f-4bf9-4286-b331-5f99f7021f6b,44220.0,Short Term,721.0,802066.0,2 years,Own Home,Debt Consolidation,12224.79,16.5,24.0,5.0,0.0,169746.0,377982.0,0.0,0.0
71d5eadd-a1bf-4f01-943a-3120310ba323,cd50b2ba-cac9-485b-b815-64a6c791b7d0,433048.0,Short Term,730.0,1308986.0,1 year,Own Home,Debt Consolidation,22579.98,14.9,14.0,9.0,0.0,377948.0,592966.0,0.0,0.0
0c86b82f-613d-439d-a534-960c1e396a82,be00c280-52d2-4e05-b984-41e684839b0c,529056.0,Long Term,700.0,1808610.0,2 years,Home Mortgage,Debt Consolidation,25320.54,22.6,53.0,12.0,0.0,366719.0,628122.0,0.0,0.0
a54800ab-748c-408a-942b-9380d3ffc5a5,e472e46e-bcb2-411d-9e14-1969ba9b9466,99999999.0,Short Term,747.0,1040934.0,10+ years,Home Mortgage,Debt Consolidation,26543.57,14.4,79.0,7.0,0.0,404776.0,521334.0,0.0,0.0
c50a1f98-09fa-4046-849d-24eba37b13f4,cfb93130-44a4-441d-bdb4-795b6970f32a,281600.0,Long Term,670.0,1159000.0,10+ years,Rent,Debt Consolidation,23083.48,14.5,81.0,23.0,0.0,352963.0,768218.0,0.0,0.0
7d98a594-15c0-464e-bcc2-dd43b439b189,d2dc80e3-2946-49b3-ad2b-fc0f4e14731b,81334.0,Short Term,728.0,802788.0,< 1 year,Rent,Debt Consolidation,8763.75,10.2,65.0,4.0,0.0,81719.0,119460.0,0.0,0.0
7b7bb253-33c2-42be-8c94-9a4067bc2ef9,a1e851a6-05c1-488b-a527-69eaad9096c5,216282.0,Long Term,711.0,1264773.0,10+ years,Rent,Debt Consolidation,14460.52,18.2,46.0,20.0,0.0,156047.0,313148.0,0.0,0.0
cb34d13b-1aed-4601-b52f-f547a0b959e2,c26f1e44-751d-4635-a624-d8c5aba28fc0,655908.0,Short Term,727.0,2888969.0,10+ years,Home Mortgage,Debt Consolidation,6981.74,24.3,7.0,10.0,0.0,198626.0,251350.0,0.0,0.0
831c1f97-6bc6-41fb-af4a-2ab82029a182,85b62580-f49d-4a80-8403-9e34c50cc123,432520.0,Long Term,721.0,975878.0,4 years,Rent,Debt Consolidation,27405.79,27.7,19.0,9.0,0.0,143222.0,352836.0,0.0,0.0
0651a82b-e47a-4966-a576-ad035c2d4c41,b3678f5d-13a0-4ea9-aa28-142179645ec5,441320.0,Short Term,736.0,1333990.0,5 years,Home Mortgage,Business Loan,20565.79,34.2,39.0,22.0,0.0,110542.0,1084776.0,0.0,0.0
e3754e41-877f-4dc2-bd56-a54262451df9,4f1d6f0c-e4ca-4c74-ac81-a9ddfbdc2340,261514.0,Long Term,666.0,489364.0,1 year,Rent,Debt Consolidation,12437.78,10.6,47.0,11.0,0.0,90364.0,250910.0,0.0,0.0
ff0897a3-c21b-4ef1-89bf-5003520737be,c590deb2-7287-47f5-acaf-c1d15247b153,42922.0,Short Term,746.0,574503.0,5 years,Home Mortgage,Debt Consolidation,4026.48,13.2,45.0,16.0,1.0,72827.0,465938.0,1.0,0.0
92f62d4d-c34f-4ad0-9e9d-1de4fa28c675,04492f59-c83c-4ed1-b6ea-d4ba1d6581e2,70312.0,Short Term,7040.0,853898.0,10+ years,Rent,Debt Consolidation,20564.46,16.6,38.0,8.0,0.0,120384.0,210892.0,0.0,0.0
6949ab71-5872-4ebd-90c8-9b97f7112c61,8062cc7d-130d-4574-88f4-415175c80332,760606.0,Long Term,704.0,1689138.0,7 years,Rent,Debt Consolidation,39554.01,22.4,33.0,14.0,0.0,675355.0,780428.0,0.0,0.0
44399d91-3366-4721-a559-d1fd80ab3a5a,17a37ff5-c3d7-4411-8956-7be8bee459bb,149974.0,Short Term,691.0,977645.0,4 years,Rent,Home Improvements,4774.32,9.8,21.0,3.0,0.0,32718.0,51260.0,0.0,0.0
4c5572fa-b02e-43dd-8576-052ba8288ad3,5f3546f6-2447-4f92-b23b-28d13954e6db,213246.0,Short Term,742.0,460427.0,5 years,Rent,Buy House,9899.19,8.5,20.0,5.0,0.0,16511.0,71104.0,0.0,0.0
4a872804-9b01-4ac6-b46b-73ef43ed23aa,08b06b6b-a8a4-4e9c-beaa-2bb6091eaee8,87648.0,Short Term,672.0,1349950.0,7 years,Rent,Business Loan,20249.25,16.9,9.0,5.0,0.0,9728.0,64680.0,0.0,0.0
a23967d0-1b69-4688-8084-721e13cb478f,c5558241-2bcc-4283-ba9b-e452d0b1052c,218460.0,Short Term,741.0,943350.0,7 years,Home Mortgage,Debt Consolidation,17452.07,13.5,2.0,11.0,0.0,92511.0,601744.0,0.0,0.0
3da31dd6-1851-4344-8390-591b20c754f6,e29cd4ec-3990-4e12-b1eb-1607a4bed537,240790.0,Short Term,728.0,1191015.0,10+ years,Rent,Debt Consolidation,39105.04,13.4,54.0,11.0,0.0,280725.0,483714.0,0.0,0.0
018db7e5-cf3b-4b19-b0a9-ea7a158ffcfd,7c9e7c6e-9bd7-42a5-8e8f-265a16ddf7a2,220242.0,Short Term,716.0,1902090.0,< 1 year,Rent,Debt Consolidation,21715.67,14.7,15.0,10.0,0.0,207613.0,403348.0,0.0,0.0
efd521c1-ce75-4933-ba73-3dcea82aca67,39c3380b-5643-4c3e-8248-b560b1dd1998,358512.0,Short Term,700.0,1600370.0,7 years,Rent,Debt Consolidation,27472.86,27.2,44.0,9.0,1.0,63403.0,167992.0,1.0,0.0
ac0090f8-6370-469e-abf0-180d8a546726,5bcd8310-9226-4de9-8130-3930673a0e03,43912.0,Short Term,736.0,1137606.0,10+ years,Own Home,Debt Consolidation,10712.39,14.4,11.0,6.0,0.0,68419.0,195140.0,0.0,0.0
db3acd00-58e1-4a82-9d8b-ce035ba95efe,4854bba7-7b3c-44d5-9e5e-6e73e4aae566,224378.0,Short Term,744.0,872024.0,5 years,Rent,Debt Consolidation,21364.36,31.0,37.0,8.0,0.0,173185.0,376926.0,0.0,0.0
2bb59b6c-bb9a-4d4e-b401-519d2cdb5c1f,5df1d5e0-a93a-4997-aa52-45b293c32ba8,66088.0,Short Term,711.0,3233876.0,6 years,Own Home,other,24038.61,18.0,10.0,6.0,0.0,1365986.0,1717342.0,0.0,0.0
9f67cf92-137a-4714-9166-a594af90ccbd,5b424bad-595c-47e9-ab22-411c5012c8e4,413864.0,Long Term,725.0,837729.0,2 years,Home Mortgage,Debt Consolidation,11588.67,15.0,9.0,10.0,0.0,195282.0,333498.0,0.0,0.0
8852e836-5730-404c-a431-26764262fe3e,cb87afde-72c7-458c-9d9c-a89f0470c641,99999999.0,Short Term,693.0,1502672.0,8 years,Home Mortgage,Debt Consolidation,20912.16,14.6,61.0,12.0,0.0,289997.0,661012.0,0.0,0.0
49c01c5d-1da0-4bc9-a8b4-57ef9d8be5e6,3cf3b0e4-1698-4ebe-9951-725b517c2e57,332816.0,Short Term,743.0,1667060.0,1 year,Rent,Home Improvements,9002.01,18.6,29.0,15.0,0.0,240749.0,1171258.0,0.0,0.0
1dace0b4-0087-4416-a868-c1829aaf44e3,c70da42c-66aa-4fa4-b7af-677ae1ee256c,327822.0,Short Term,698.0,1031206.0,3 years,Home Mortgage,other,16241.58,37.9,20.0,13.0,0.0,205295.0,620686.0,0.0,0.0
52a16fb4-2009-4ed8-b38e-18f170d78f66,7107e991-6d71-415a-bbf1-05322becf851,507430.0,Long Term,655.0,1630637.0,< 1 year,Home Mortgage,Business Loan,3274.84,14.0,21.0,6.0,0.0,18411.0,147972.0,0.0,0.0
8246bda8-97c3-4f9c-b568-426cd17e6db6,5db9408d-1986-4a09-89bb-94a800ab378f,99999999.0,Long Term,659.0,1245792.0,3 years,Rent,major_purchase,394.63,22.4,58.0,5.0,0.0,0.0,0.0,0.0,0.0
31c0c37d-ed73-4325-a8ac-c526503dce9b,75a8bf93-3bdd-4c10-bfde-8c4db5bba276,214632.0,Short Term,722.0,630230.0,7 years,Own Home,Debt Consolidation,17279.17,15.4,31.0,16.0,0.0,265354.0,551606.0,0.0,0.0
9b0ce562-8a24-4439-a462-82b0600e1a83,de8989f1-7451-4a6b-bc84-524ec0a6406a,698390.0,Long Term,692.0,1312254.0,10+ years,Rent,Debt Consolidation,24932.75,15.9,40.0,9.0,0.0,169024.0,436832.0,0.0,0.0
ebca7bfe-7da9-40cf-9645-4785cae24b17,70783a16-4dfb-4468-915a-fca29154fdbc,271854.0,Short Term,745.0,1429902.0,7 years,Home Mortgage,Debt Consolidation,11117.47,13.9,32.0,10.0,1.0,121809.0,444928.0,1.0,0.0
4af4afd4-6bc9-4d66-af49-58cc5dfcb550,18c3ef9b-19d2-41ba-8c3a-4812b2cdf5a0,441144.0,Short Term,744.0,1714446.0,8 years,Home Mortgage,Debt Consolidation,20144.75,17.3,42.0,24.0,0.0,343007.0,1493096.0,0.0,0.0
cf6fb2d9-ec8d-4506-9e7b-65b6b905c3e9,2af4ef03-ae69-4c14-befc-376dd720f48a,263384.0,Short Term,718.0,701385.0,5 years,Rent,Debt Consolidation,19697.11,20.9,79.0,12.0,0.0,298661.0,680746.0,0.0,0.0
